order_id,order_date,region,sales_rep,product,category,unit_price,quantity,discount_pct,gross_sales,discount_amount,net_sales,customer_segment,payment_mode
ORD100502,2024-01-10,Central,Devika Rao,Backpack,Accessories,1799,2,10.0,3598,359.8,3238.2,Retail,Debit Card
ORD101537,2024-01-10,West,Vikram Singh,Notebook Set,Stationery,249,2,15.0,498,74.7,423.3,Retail,UPI
ORD101241,2024-01-10,Central,Arjun Kapoor,Backpack,Accessories,1799,3,0.0,5397,0.0,5397.0,Retail,UPI
ORD102058,2024-01-10,East,Sneha Roy,USB-C Hub,Electronics,1299,2,0.0,2598,0.0,2598.0,Corporate,Cash
ORD101882,2024-01-10,Central,Arjun Kapoor,Bluetooth Speaker,Electronics,1899,3,0.0,5697,0.0,5697.0,Retail,Debit Card
ORD103220,2024-01-10,West,Vikram Singh,Yoga Mat,Fitness,899,2,0.0,1798,0.0,1798.0,Retail,UPI
ORD101031,2024-01-10,South,Priya Nair,Whiteboard,Stationery,1499,6,0.0,8994,0.0,8994.0,Retail,Debit Card
ORD105661,2024-01-11,Central,Arjun Kapoor,Laptop Sleeve,Accessories,899,2,10.0,1798,179.8,1618.2,Corporate,Debit Card
ORD105903,2024-01-11,West,Vikram Singh,Yoga Mat,Fitness,899,3,0.0,2697,0.0,2697.0,Corporate,UPI
ORD102275,2024-01-11,Central,Devika Rao,Office Chair,Furniture,6499,4,0.0,25996,0.0,25996.0,Retail,Credit Card
ORD101979,2024-01-11,South,Priya Nair,Dumbbell Set,Fitness,3499,4,10.0,13996,1399.6,12596.4,Online,UPI
ORD102711,2024-01-11,South,Rohan Mehta,Notebook Set,Stationery,249,5,10.0,1245,124.5,1120.5,Online,Net Banking
ORD100783,2024-01-11,North,Isha Verma,Whiteboard,Stationery,1499,3,0.0,4497,0.0,4497.0,Corporate,Net Banking
ORD103054,2024-01-11,North,Isha Verma,Mechanical Keyboard,Electronics,2499,1,0.0,2499,0.0,2499.0,Online,Net Banking
ORD104076,2024-01-12,West,Ananya Iyer,Notebook Set,Stationery,249,1,10.0,249,24.9,224.1,Corporate,Cash
ORD104179,2024-01-12,Central,Arjun Kapoor,Standing Desk,Furniture,12999,1,10.0,12999,1299.9,11699.1,Corporate,UPI
ORD100702,2024-01-12,Central,Devika Rao,Fountain Pen,Stationery,399,3,0.0,1197,0.0,1197.0,Retail,UPI
ORD103576,2024-01-12,North,Aarav Shah,Yoga Mat,Fitness,899,4,0.0,3596,0.0,3596.0,Corporate,UPI
ORD100998,2024-01-12,South,Rohan Mehta,Dumbbell Set,Fitness,3499,4,0.0,13996,0.0,13996.0,Corporate,UPI
ORD101941,2024-01-12,Central,Devika Rao,Notebook Set,Stationery,249,3,0.0,747,0.0,747.0,Corporate,Credit Card
ORD104627,2024-01-12,North,Isha Verma,Whiteboard,Stationery,1499,1,0.0,1499,0.0,1499.0,Retail,Cash
ORD105318,2024-01-13,Central,Devika Rao,Desk Lamp,Furniture,1099,3,0.0,3297,0.0,3297.0,Retail,Credit Card
ORD102613,2024-01-13,East,Karan Malhotra,Water Bottle,Fitness,349,2,0.0,698,0.0,698.0,Corporate,UPI
ORD104611,2024-01-13,North,Isha Verma,Wireless Mouse,Electronics,699,6,0.0,4194,0.0,4194.0,Retail,Credit Card
ORD104845,2024-01-13,West,Vikram Singh,Mechanical Keyboard,Electronics,2499,2,5.0,4998,249.9,4748.1,Retail,Net Banking
ORD100568,2024-01-13,South,Rohan Mehta,USB-C Hub,Electronics,1299,3,0.0,3897,0.0,3897.0,Online,Credit Card
ORD103822,2024-01-13,West,Vikram Singh,Water Bottle,Fitness,349,1,5.0,349,17.45,331.55,Retail,UPI
ORD105591,2024-01-13,South,Rohan Mehta,Standing Desk,Furniture,12999,2,0.0,25998,0.0,25998.0,Corporate,UPI
ORD104981,2024-01-13,North,Aarav Shah,Fountain Pen,Stationery,399,6,0.0,2394,0.0,2394.0,Retail,Credit Card
ORD101193,2024-01-13,South,Priya Nair,Backpack,Accessories,1799,1,10.0,1799,179.9,1619.1,Retail,Debit Card
ORD100542,2024-01-13,Central,Devika Rao,Laptop Sleeve,Accessories,899,1,5.0,899,44.95,854.05,Retail,UPI
ORD100294,2024-01-13,East,Karan Malhotra,Mechanical Keyboard,Electronics,2499,4,10.0,9996,999.6,8996.4,Retail,Debit Card
ORD102925,2024-01-14,West,Ananya Iyer,Office Chair,Furniture,6499,1,0.0,6499,0.0,6499.0,Online,Net Banking
ORD105966,2024-01-14,South,Rohan Mehta,Notebook Set,Stationery,249,5,10.0,1245,124.5,1120.5,Corporate,Net Banking
ORD103114,2024-01-14,South,Priya Nair,Bluetooth Speaker,Electronics,1899,2,0.0,3798,0.0,3798.0,Retail,Cash
ORD102515,2024-01-14,West,Ananya Iyer,Office Chair,Furniture,6499,5,0.0,32495,0.0,32495.0,Online,Credit Card
ORD105532,2024-01-14,East,Sneha Roy,Fountain Pen,Stationery,399,5,0.0,1995,0.0,1995.0,Corporate,Cash
ORD101515,2024-01-15,South,Priya Nair,Yoga Mat,Fitness,899,6,0.0,5394,0.0,5394.0,Retail,Credit Card
ORD102703,2024-01-15,Central,Arjun Kapoor,Mechanical Keyboard,Electronics,2499,2,10.0,4998,499.8,4498.2,Online,UPI
ORD101123,2024-01-15,Central,Devika Rao,Yoga Mat,Fitness,899,1,0.0,899,0.0,899.0,Corporate,UPI
ORD101801,2024-01-15,South,Rohan Mehta,Wireless Mouse,Electronics,699,1,0.0,699,0.0,699.0,Retail,UPI
ORD101333,2024-01-15,East,Sneha Roy,Mechanical Keyboard,Electronics,2499,1,10.0,2499,249.9,2249.1,Retail,Cash
ORD103374,2024-01-16,West,Vikram Singh,Desk Lamp,Furniture,1099,3,0.0,3297,0.0,3297.0,Retail,Cash
ORD105393,2024-01-16,South,Rohan Mehta,Laptop Sleeve,Accessories,899,3,0.0,2697,0.0,2697.0,Retail,UPI
ORD100234,2024-01-16,West,Vikram Singh,Wireless Mouse,Electronics,699,2,20.0,1398,279.6,1118.4,Online,Debit Card
ORD104103,2024-01-16,Central,Devika Rao,Mechanical Keyboard,Electronics,2499,1,0.0,2499,0.0,2499.0,Online,UPI
ORD102113,2024-01-16,South,Priya Nair,Office Chair,Furniture,6499,4,10.0,25996,2599.6,23396.4,Retail,Cash
ORD102518,2024-01-16,Central,Devika Rao,Whiteboard,Stationery,1499,4,10.0,5996,599.6,5396.4,Retail,UPI
ORD101647,2024-01-16,South,Rohan Mehta,Office Chair,Furniture,6499,5,0.0,32495,0.0,32495.0,Online,Credit Card
ORD100661,2024-01-17,West,Ananya Iyer,Laptop Sleeve,Accessories,899,3,0.0,2697,0.0,2697.0,Online,UPI
ORD103765,2024-01-17,Central,Devika Rao,Whiteboard,Stationery,1499,5,10.0,7495,749.5,6745.5,Online,UPI
ORD103295,2024-01-17,North,Isha Verma,Whiteboard,Stationery,1499,2,0.0,2998,0.0,2998.0,Corporate,Net Banking
ORD101000,2024-01-17,Central,Devika Rao,Wireless Mouse,Electronics,699,3,0.0,2097,0.0,2097.0,Retail,UPI
ORD104291,2024-01-17,South,Rohan Mehta,Wireless Mouse,Electronics,699,3,0.0,2097,0.0,2097.0,Corporate,UPI
ORD104780,2024-01-17,South,Priya Nair,Fountain Pen,Stationery,399,2,5.0,798,39.9,758.1,Retail,UPI
ORD102279,2024-01-17,South,Priya Nair,Notebook Set,Stationery,249,7,0.0,1743,0.0,1743.0,Online,Credit Card
ORD105806,2024-01-17,South,Rohan Mehta,Notebook Set,Stationery,249,2,10.0,498,49.8,448.2,Online,Credit Card
ORD101486,2024-01-17,South,Priya Nair,Yoga Mat,Fitness,899,5,0.0,4495,0.0,4495.0,Online,Debit Card
ORD105473,2024-01-17,East,Karan Malhotra,Water Bottle,Fitness,349,2,0.0,698,0.0,698.0,Corporate,Debit Card
ORD103600,2024-01-17,East,Karan Malhotra,Wireless Mouse,Electronics,699,3,15.0,2097,314.55,1782.45,Online,Debit Card
ORD104074,2024-01-17,South,Priya Nair,Wireless Mouse,Electronics,699,4,0.0,2796,0.0,2796.0,Corporate,Net Banking
ORD103383,2024-01-17,West,Ananya Iyer,Yoga Mat,Fitness,899,1,0.0,899,0.0,899.0,Online,UPI
ORD100874,2024-01-17,South,Rohan Mehta,Notebook Set,Stationery,249,2,0.0,498,0.0,498.0,Retail,Credit Card
ORD103967,2024-01-17,North,Isha Verma,Standing Desk,Furniture,12999,2,0.0,25998,0.0,25998.0,Corporate,Debit Card
ORD105202,2024-01-18,East,Karan Malhotra,USB-C Hub,Electronics,1299,1,0.0,1299,0.0,1299.0,Retail,Cash
ORD105439,2024-01-18,South,Rohan Mehta,Dumbbell Set,Fitness,3499,3,5.0,10497,524.85,9972.15,Retail,Credit Card
ORD103950,2024-01-18,East,Sneha Roy,Backpack,Accessories,1799,1,0.0,1799,0.0,1799.0,Online,UPI
ORD103042,2024-01-18,East,Karan Malhotra,Office Chair,Furniture,6499,3,5.0,19497,974.85,18522.15,Retail,UPI
ORD103995,2024-01-18,East,Sneha Roy,Whiteboard,Stationery,1499,3,0.0,4497,0.0,4497.0,Retail,UPI
ORD105873,2024-01-18,South,Priya Nair,Laptop Sleeve,Accessories,899,1,0.0,899,0.0,899.0,Retail,Credit Card
ORD104336,2024-01-18,East,Karan Malhotra,Yoga Mat,Fitness,899,2,0.0,1798,0.0,1798.0,Retail,Debit Card
ORD105999,2024-01-19,North,Isha Verma,USB-C Hub,Electronics,1299,2,0.0,2598,0.0,2598.0,Retail,UPI
ORD102666,2024-01-19,Central,Arjun Kapoor,Mechanical Keyboard,Electronics,2499,4,0.0,9996,0.0,9996.0,Retail,Credit Card
ORD104303,2024-01-19,East,Karan Malhotra,Notebook Set,Stationery,249,1,0.0,249,0.0,249.0,Retail,Credit Card
ORD104558,2024-01-20,Central,Arjun Kapoor,Notebook Set,Stationery,249,3,0.0,747,0.0,747.0,Retail,UPI
ORD103579,2024-01-20,North,Isha Verma,Bluetooth Speaker,Electronics,1899,3,10.0,5697,569.7,5127.3,Online,Credit Card
ORD104404,2024-01-20,East,Karan Malhotra,Notebook Set,Stationery,249,3,0.0,747,0.0,747.0,Online,Debit Card
ORD100154,2024-01-20,North,Aarav Shah,Fountain Pen,Stationery,399,3,0.0,1197,0.0,1197.0,Retail,UPI
ORD104537,2024-01-20,Central,Devika Rao,Mechanical Keyboard,Electronics,2499,1,10.0,2499,249.9,2249.1,Retail,UPI
ORD105808,2024-01-20,Central,Arjun Kapoor,Water Bottle,Fitness,349,3,5.0,1047,52.35,994.65,Online,Credit Card
ORD102423,2024-01-20,East,Karan Malhotra,Desk Lamp,Furniture,1099,6,0.0,6594,0.0,6594.0,Retail,Cash
ORD100464,2024-01-20,South,Rohan Mehta,Notebook Set,Stationery,249,3,0.0,747,0.0,747.0,Retail,Cash
ORD100757,2024-01-20,North,Isha Verma,Whiteboard,Stationery,1499,1,15.0,1499,224.85,1274.15,Online,Debit Card
ORD101346,2024-01-21,North,Aarav Shah,Backpack,Accessories,1799,6,5.0,10794,539.7,10254.3,Retail,UPI
ORD102986,2024-01-21,West,Ananya Iyer,Laptop Sleeve,Accessories,899,1,20.0,899,179.8,719.2,Online,UPI
ORD101421,2024-01-21,North,Aarav Shah,Wireless Mouse,Electronics,699,1,20.0,699,139.8,559.2,Corporate,Credit Card
ORD105848,2024-01-21,West,Vikram Singh,Office Chair,Furniture,6499,1,10.0,6499,649.9,5849.1,Retail,Net Banking
ORD100350,2024-01-21,West,Vikram Singh,Mechanical Keyboard,Electronics,2499,4,15.0,9996,1499.4,8496.6,Retail,Credit Card
ORD104116,2024-01-21,South,Rohan Mehta,Standing Desk,Furniture,12999,2,10.0,25998,2599.8,23398.2,Online,Credit Card
ORD103238,2024-01-21,Central,Devika Rao,Desk Lamp,Furniture,1099,4,0.0,4396,0.0,4396.0,Corporate,UPI
ORD104705,2024-01-21,North,Aarav Shah,Wireless Mouse,Electronics,699,3,20.0,2097,419.4,1677.6,Retail,Credit Card
ORD104012,2024-01-21,Central,Arjun Kapoor,Fountain Pen,Stationery,399,4,0.0,1596,0.0,1596.0,Retail,UPI
ORD105872,2024-01-21,South,Rohan Mehta,Water Bottle,Fitness,349,4,0.0,1396,0.0,1396.0,Corporate,UPI
ORD105266,2024-01-21,South,Priya Nair,Office Chair,Furniture,6499,2,0.0,12998,0.0,12998.0,Retail,Cash
ORD101723,2024-01-22,North,Isha Verma,Laptop Sleeve,Accessories,899,1,0.0,899,0.0,899.0,Online,Cash
ORD104762,2024-01-22,East,Sneha Roy,USB-C Hub,Electronics,1299,3,0.0,3897,0.0,3897.0,Retail,Net Banking
ORD102804,2024-01-22,West,Vikram Singh,Dumbbell Set,Fitness,3499,1,0.0,3499,0.0,3499.0,Online,Credit Card
ORD102092,2024-01-22,Central,Arjun Kapoor,Fountain Pen,Stationery,399,3,5.0,1197,59.85,1137.15,Corporate,Credit Card
ORD105642,2024-01-22,Central,Devika Rao,Fountain Pen,Stationery,399,2,15.0,798,119.7,678.3,Retail,UPI
ORD101238,2024-01-22,West,Vikram Singh,Laptop Sleeve,Accessories,899,3,0.0,2697,0.0,2697.0,Corporate,UPI
ORD105017,2024-01-22,North,Isha Verma,USB-C Hub,Electronics,1299,4,10.0,5196,519.6,4676.4,Retail,Cash
ORD102919,2024-01-22,West,Ananya Iyer,Backpack,Accessories,1799,2,5.0,3598,179.9,3418.1,Retail,Debit Card
ORD105708,2024-01-23,East,Sneha Roy,Fountain Pen,Stationery,399,1,5.0,399,19.95,379.05,Corporate,UPI
ORD103979,2024-01-23,Central,Devika Rao,Desk Lamp,Furniture,1099,5,5.0,5495,274.75,5220.25,Retail,UPI
ORD103450,2024-01-23,Central,Arjun Kapoor,Office Chair,Furniture,6499,5,0.0,32495,0.0,32495.0,Corporate,Credit Card
ORD103733,2024-01-23,West,Vikram Singh,Notebook Set,Stationery,249,2,0.0,498,0.0,498.0,Corporate,Net Banking
ORD103547,2024-01-23,Central,Devika Rao,Dumbbell Set,Fitness,3499,1,0.0,3499,0.0,3499.0,Corporate,UPI
ORD100825,2024-01-23,North,Aarav Shah,Mechanical Keyboard,Electronics,2499,2,0.0,4998,0.0,4998.0,Online,UPI
ORD101733,2024-01-23,South,Priya Nair,Desk Lamp,Furniture,1099,4,10.0,4396,439.6,3956.4,Retail,UPI
ORD104021,2024-01-23,East,Sneha Roy,Office Chair,Furniture,6499,4,15.0,25996,3899.4,22096.6,Online,Cash
ORD103608,2024-01-24,Central,Devika Rao,Standing Desk,Furniture,12999,4,5.0,51996,2599.8,49396.2,Retail,UPI
ORD102225,2024-01-24,Central,Arjun Kapoor,Notebook Set,Stationery,249,5,5.0,1245,62.25,1182.75,Retail,UPI
ORD105489,2024-01-24,East,Sneha Roy,USB-C Hub,Electronics,1299,1,10.0,1299,129.9,1169.1,Retail,Net Banking
ORD100677,2024-01-24,East,Sneha Roy,Water Bottle,Fitness,349,2,0.0,698,0.0,698.0,Online,Credit Card
ORD103176,2024-01-24,South,Priya Nair,Laptop Sleeve,Accessories,899,1,5.0,899,44.95,854.05,Corporate,Cash
ORD103144,2024-01-24,East,Karan Malhotra,Water Bottle,Fitness,349,5,0.0,1745,0.0,1745.0,Retail,Debit Card
ORD104359,2024-01-24,North,Aarav Shah,Water Bottle,Fitness,349,2,0.0,698,0.0,698.0,Online,Cash
ORD102991,2024-01-24,South,Rohan Mehta,Water Bottle,Fitness,349,3,0.0,1047,0.0,1047.0,Retail,UPI
ORD101437,2024-01-24,Central,Devika Rao,Wireless Mouse,Electronics,699,3,0.0,2097,0.0,2097.0,Retail,Debit Card
ORD102578,2024-01-25,East,Karan Malhotra,Wireless Mouse,Electronics,699,1,0.0,699,0.0,699.0,Corporate,UPI
ORD100894,2024-01-25,North,Aarav Shah,Whiteboard,Stationery,1499,2,0.0,2998,0.0,2998.0,Online,UPI
ORD101804,2024-01-25,East,Sneha Roy,USB-C Hub,Electronics,1299,2,10.0,2598,259.8,2338.2,Corporate,Debit Card
ORD104451,2024-01-25,Central,Arjun Kapoor,Wireless Mouse,Electronics,699,4,0.0,2796,0.0,2796.0,Corporate,Net Banking
ORD104945,2024-01-25,West,Vikram Singh,Dumbbell Set,Fitness,3499,4,0.0,13996,0.0,13996.0,Retail,UPI
ORD102156,2024-01-25,North,Isha Verma,USB-C Hub,Electronics,1299,2,0.0,2598,0.0,2598.0,Corporate,UPI
ORD104485,2024-01-25,South,Rohan Mehta,Wireless Mouse,Electronics,699,7,0.0,4893,0.0,4893.0,Retail,Credit Card
ORD104818,2024-01-25,South,Priya Nair,Whiteboard,Stationery,1499,8,0.0,11992,0.0,11992.0,Retail,Debit Card
ORD104750,2024-01-25,North,Aarav Shah,Notebook Set,Stationery,249,2,0.0,498,0.0,498.0,Corporate,Credit Card
ORD101301,2024-01-25,West,Vikram Singh,Whiteboard,Stationery,1499,3,10.0,4497,449.7,4047.3,Online,UPI
ORD103824,2024-01-26,North,Aarav Shah,Standing Desk,Furniture,12999,3,5.0,38997,1949.85,37047.15,Retail,Net Banking
ORD105240,2024-01-26,East,Sneha Roy,Standing Desk,Furniture,12999,2,0.0,25998,0.0,25998.0,Online,Cash
ORD103802,2024-01-26,East,Karan Malhotra,Bluetooth Speaker,Electronics,1899,5,0.0,9495,0.0,9495.0,Online,UPI
ORD103108,2024-01-26,North,Isha Verma,Yoga Mat,Fitness,899,4,15.0,3596,539.4,3056.6,Corporate,Debit Card
ORD102694,2024-01-26,South,Rohan Mehta,Desk Lamp,Furniture,1099,3,10.0,3297,329.7,2967.3,Corporate,Net Banking
ORD102704,2024-01-26,Central,Devika Rao,Standing Desk,Furniture,12999,4,5.0,51996,2599.8,49396.2,Retail,Debit Card
ORD104030,2024-01-27,East,Sneha Roy,Whiteboard,Stationery,1499,2,0.0,2998,0.0,2998.0,Retail,UPI
ORD102669,2024-01-27,North,Isha Verma,Bluetooth Speaker,Electronics,1899,4,0.0,7596,0.0,7596.0,Retail,Net Banking
